PLAZO;PRESTAMOS_ANTERIORES;SCORE_VERAZ;ESTADO_CIVIL;DEUDA_SIST_FIN;INGRESOS_PERSONALES;dias_mora
14;5;;Soltero;57764.78684;159384.4453;0
12;4;845.0;DIVORCIADO;20301.01379;95405.23381;0
18;1;875.0;DIVORCIADO;24119.6338;119691.4158;0
36;11;445.0;CASADO;26480.258869999998;146097.98;0
31;1;786.0;Soltero;49673.313180000005;109573.485;0
36;6;;CASADO;18262.24749;328720.4549;0
24;5;818.0;;128668.3972;162026.8706;0
12;2;762.0;CASADO;35154.82643;233756.7679;0
36;1;823.0;CASADO;111129.0291;83835.81408;0
14;2;;CASADO;93486.24979;81607.78352000001;0
5;7;799.0;Soltero;49940.45953;154554.6136;0
10;1;;Soltero;43161.44995;199485.6931;0
22;1;841.0;CASADO;70608.38562999999;167671.6282;0
12;7;750.0;Soltero;131480.5244;310149.1447;0
45;8;;Soltero;127013.9313;289274.0003;0
36;4;;CASADO;90068.56474;396497.4861;0
12;1;933.0;Soltero;14587.19146;105732.663;0
41;1;847.0;Soltero;57471.8841;274492.5808;0
30;1;457.0;Soltero;43961.441360000004;112499.7515;0
6;5;;CASADO;8197.279598000001;115600.2725;0
24;1;899.0;Soltero;173368.7515;156880.1347;0
36;1;856.0;CASADO;62660.854470000006;183756.1715;0
6;1;648.0;Soltero;8614.154928;64198.12304;0
36;6;;CASADO;97755.79311;289789.9005;0
36;6;815.0;DIVORCIADO;106613.7685;294191.3446;0
36;9;777.0;CASADO;324530.2908;464753.1101;0
24;10;758.0;CASADO;283430.0811;445254.5955;0
48;1;736.0;Soltero;66465.00592000001;122411.6753;0
48;2;617.0;CASADO;101522.9366;164473.0313;0
12;1;697.0;Soltero;47876.56633;235755.8191;0
48;5;884.0;Soltero;26288.471690000002;94193.68045;0
24;1;770.0;CASADO;177230.3778;194711.1084;0
36;7;745.0;CASADO;87110.8441;164214.277;0
24;1;887.0;CASADO;109900.0;138596.0;0
48;3;894.0;CASADO;139775.3287;226036.1224;0
48;5;;CASADO;2756.342572;214994.7206;0
24;2;;CASADO;68118.18315;237409.2174;0
24;1;869.0;Soltero;33640.541880000004;122411.6753;0
12;1;;CASADO;122869.0509;216567.7516;0
13;6;806.0;CASADO;17999.96024;107393.9936;0
30;1;623.0;Soltero;38083.63231;97929.34023;0
24;7;869.0;CASADO;97961.32208;181730.3678;0
36;1;592.0;CASADO;60268.63522999999;129107.1537;0
36;1;623.0;CASADO;76460.37942000001;301533.8907;0
36;1;518.0;Soltero;32701.0191;327010.191;0
8;6;694.0;CASADO;32189.73683;190418.1616;0
16;1;813.0;CASADO;114371.9087;111512.6109;0
18;5;491.0;CASADO;164634.1612;350681.7206;0
36;13;879.0;CASADO;162164.8213;213157.1589;0
36;14;866.0;CASADO;160251.2218;211842.0709;0
18;1;818.0;Soltero;238022.702;126038.6879;0
48;4;873.0;Soltero;153975.3342;208638.6642;0
24;5;565.0;CASADO;5722.678342;107913.36300000001;0
48;1;620.0;Soltero;205560.9392;110623.8843;0
36;1;;CASADO;74148.12;232877.2613;0
36;2;601.0;CASADO;129522.8827;208638.6642;0
48;2;741.0;CASADO;40833.0;160000.0;0
24;2;901.0;CASADO;42631.43178;65692.8313;0
18;1;770.0;CASADO;50115.18664;156493.5196;0
36;1;879.0;CASADO;149218.3726;145379.4212;0
48;1;598.0;CASADO;92461.17067;252809.7018;0
19;1;884.0;Soltero;37202.23326;129228.8103;0
16;3;806.0;Soltero;18407.08895;117877.9095;0
24;3;;Soltero;17100.0;87600.0;0
16;6;741.0;CASADO;128082.4937;80482.38151;0
24;2;637.0;CASADO;107307.4553;337499.2545;0
24;2;720.0;Soltero;52278.9278;133115.4647;0
48;3;662.0;Soltero;62523.31007000001;129592.9035;0
34;2;767.0;Soltero;60469.49258;67617.64346;0
48;1;575.0;Soltero;38627.6842;97929.34023;0
48;2;552.0;CASADO;78320.49107999999;416175.5095;0
15;3;767.0;DIVORCIADO;31593.68816;131488.182;0
17;4;693.0;DIVORCIADO;29769.16501;124615.1094;0
24;4;794.0;Soltero;125100.0;140000.0;0
10;5;798.0;;87229.44694;137060.8594;0
36;6;799.0;Soltero;96500.03688;135235.2869;0
12;7;;Soltero;124961.2624;121153.5785;0
48;1;;CASADO;162197.0547;159417.4681;0
18;5;739.0;Soltero;69215.73399;156640.9822;0
48;6;;Soltero;65652.25882999999;138461.2326;0
12;1;489.0;CASADO;46484.69438;100146.5588;0
36;1;871.0;Soltero;50073.55672;177012.32;0
24;1;787.0;Soltero;33994.89172;61558.31744;0
13;3;;Soltero;127251.1487;459390.4287;0
36;4;810.0;CASADO;234259.0979;259614.8112;0
18;1;;Soltero;14673.570109999999;106074.0008;0
40;2;871.0;Soltero;212933.8351;99858.62612999999;0
20;1;741.0;CASADO;44197.50032;81323.40059;0
24;6;608.0;Soltero;87293.54302000001;225423.7044;0
18;1;;Soltero;51241.65593;240351.7412;0
46;7;887.0;CASADO;64039.02575;137817.1286;0
36;1;808.0;Soltero;93499.03533;128668.3972;0
14;8;862.0;CASADO;139214.6729;127270.79800000001;0
20;1;;CASADO;23711.486090000002;67499.8509;0
12;3;;Soltero;125199.0;185000.0;0
36;1;868.0;Soltero;80389.23061;186301.8091;0
48;1;700.0;CASADO;30634.54772;67499.8509;0
48;1;692.0;Soltero;91585.17117999999;109573.485;0
48;8;808.0;Soltero;68016.20452999999;113916.7107;0
36;3;718.0;Soltero;125802.2888;239856.5039;0
36;1;869.0;CASADO;233362.8017;54804.9004;0
12;7;;Soltero;56798.820510000005;101426.4652;0
17;5;674.0;CASADO;36383.72195;137817.1286;0
30;1;916.0;CASADO;98683.81876000001;195801.2277;0
36;2;868.0;CASADO;36122.46115;95309.92388;0
48;4;869.0;Soltero;40530.854139999996;405895.945;0
48;2;;Soltero;130007.4913;79015.15372999999;0
20;4;433.0;Soltero;126601.9414;233675.3039;0
48;3;938.0;CASADO;285071.9823;194432.2447;0
15;2;826.0;CASADO;73775.51639;312987.0392;0
48;3;873.0;CASADO;55769.99804;55126.85144;0
10;1;914.0;Soltero;126240.4898;110253.7029;0
12;1;619.0;DIVORCIADO;11913.74049;84349.28263999999;0
24;1;;Soltero;17944.18513;127288.8009;0
36;1;818.0;DIVORCIADO;91959.9951;154554.6136;0
24;7;796.0;Soltero;59578.230429999996;120659.1759;0
36;1;609.0;CASADO;17326.06824;44712.43417;0
18;5;543.0;CASADO;296551.6649;627878.1178;0
40;6;798.0;Soltero;53700.0;130000.0;0
48;1;725.0;Soltero;43412.45903;48298.31676;0
14;6;914.0;;34186.38196;158356.5377;0
10;7;916.0;Soltero;44285.895319999996;150271.5011;0
6;8;909.0;Soltero;39140.6134;141874.2917;0
13;3;875.0;CASADO;37300.0;128000.0;0
10;4;;Soltero;42889.42401;326431.1341;0
11;1;794.0;CASADO;67734.46033;108810.37800000001;0
24;2;750.0;Soltero;72500.0;260000.0;0
12;2;566.0;CASADO;153558.0569;372211.3769;0
15;1;933.0;Soltero;11025.37029;132304.4435;0
30;2;731.0;Soltero;77663.69334;86936.97016;0
24;2;738.0;CASADO;27700.0;108000.0;0
48;3;;Soltero;8035.388897;155229.1037;0
36;1;755.0;Soltero;41810.8353;88395.00064;0
48;1;871.0;Soltero;53828.77536;173587.3686;0
36;7;741.0;Soltero;46295.99955;121096.1759;0
24;1;651.0;Soltero;23287.726130000003;132274.2844;0
6;1;775.0;Soltero;18449.957;96596.63351;0
15;1;711.0;Soltero;23985.65039;127270.79800000001;0
26;1;799.0;Soltero;25015.785180000003;101123.8807;0
48;10;791.0;Soltero;94424.19264;279018.1754;0
8;6;738.0;CASADO;55765.318739999995;217620.7561;0
16;7;727.0;CASADO;63202.425460000006;212148.0015;0
15;8;770.0;CASADO;61423.22274;200293.1176;0
28;4;770.0;Soltero;69490.57478;72657.70552999999;0
36;1;;CASADO;198023.0987;434684.8508;0
24;1;833.0;Soltero;108000.0;156000.0;0
18;1;;Soltero;5512.685144;44101.48115;0
36;4;710.0;CASADO;359099.4516;244751.5346;0
36;2;873.0;Soltero;53128.14843;57957.980110000004;0
18;1;879.0;CASADO;23287.726130000003;37819.26724;0
36;1;685.0;CASADO;33236.52024;141432.001;0
33;4;815.0;Soltero;35831.62467;99952.61072000001;0
16;5;770.0;Soltero;26736.52295;93803.85041;0
24;1;864.0;Soltero;21614.96561;68099.65999;0
48;1;;CASADO;106199.0;107848.0;0
48;5;758.0;CASADO;193585.0514;95466.60068999999;0
30;2;906.0;CASADO;103913.911;239225.0566;0
36;4;698.0;Soltero;47481.84348;164360.2274;0
44;5;;Soltero;64584.512720000006;147154.5859;0
48;2;579.0;Soltero;23980.18038;91878.08572999999;0
36;1;858.0;DIVORCIADO;91670.2052;115915.9602;0
48;1;879.0;Soltero;44197.50032;229827.0017;0
36;3;590.0;Soltero;34291.8049;77277.30681000001;0
30;3;818.0;Soltero;15165.67146;81141.17215;0
36;8;758.0;CASADO;200610.7887;201797.8348;0
40;1;868.0;DIVORCIADO;67355.62233;105732.663;0
24;1;715.0;Soltero;57216.123779999994;176816.8643;0
48;2;359.0;Soltero;53900.9215;153009.0675;0
24;3;;Soltero;32842.85539;193193.267;0
12;1;;Soltero;21865.33201;80117.24705;0
48;1;;Soltero;154642.9779;229502.5306;0
12;3;670.0;CASADO;93690.88746;125312.7857;0
36;1;589.0;CASADO;130000.0;124800.0;0
24;1;583.0;Soltero;15576.888669999998;64903.702789999996;0
24;4;626.0;CASADO;51101.0;105000.0;0
48;1;397.0;Soltero;81817.34857999999;99204.74262;0
48;3;;CASADO;222619.6829;336273.7938;0
12;1;647.0;CASADO;9281.475067;92814.75067000001;0
18;7;705.0;CASADO;46990.28082;155768.8867;0
36;1;;;45877.00533;137896.201;0
24;1;943.0;Soltero;39025.039939999995;115915.9602;0
48;1;621.0;Soltero;19747.99176;87189.24664;0
48;6;;CASADO;26370.88095;59213.736339999996;0
18;2;;DIVORCIADO;60502.57936;244751.5346;0
18;2;;CASADO;89849.34456;95876.79934;0
48;2;828.0;Soltero;24490.33052;72692.14713;0
37;3;;CASADO;31817.6995;105732.663;0
12;1;943.0;CASADO;40986.39799;108055.0493;0
46;6;669.0;CASADO;68263.37737;91562.85347;0
36;1;562.0;Soltero;118059.2602;192231.6679;0
19;2;;Soltero;34909.996289999995;140546.7383;0
24;4;;CASADO;99122.32084;121996.7026;0
24;5;615.0;CASADO;40396.515289999996;92814.75067000001;0
14;4;688.0;Soltero;21063.49318;142964.8858;0
5;1;906.0;Soltero;19266.67111;164360.2274;0
31;1;856.0;CASADO;116624.9325;130783.87;0
48;2;;CASADO;75634.44832000001;116826.665;0
12;1;;Soltero;80791.70569;136012.9725;0
36;1;;CASADO;45558.143619999995;70529.34367;0
48;2;901.0;CASADO;196500.0;200000.0;0
12;2;;Soltero;68908.5643;262771.3252;0
48;1;822.0;CASADO;9067.531503;64832.85024;0
6;2;545.0;;20945.997769999998;129665.7005;0
6;2;801.0;CASADO;3426.521485;187088.0731;0
16;3;682.0;CASADO;100990.1615;165374.6347;0
48;1;658.0;CASADO;8251.453667;90675.31503;0
36;2;739.0;CASADO;49508.722010000005;223061.275;0
30;1;854.0;Soltero;21730.66265;80060.33606;0
36;5;741.0;Soltero;152515.8799;130572.4536;0
12;3;565.0;Soltero;23400.0;150000.0;0
18;6;;CASADO;269516.357;123753.0009;0
36;1;660.0;Soltero;36125.32651;391602.4554;0
12;2;882.0;DIVORCIADO;137263.8162;284477.0857;0
10;6;432.0;Soltero;63400.0;247000.0;0
48;1;433.0;Soltero;47743.48788;74394.81845;0
30;1;864.0;CASADO;21126.40515;95466.60068999999;0
30;1;879.0;Soltero;30227.89021;88202.9623;0
10;3;628.0;CASADO;37086.20385;76167.26462;0
24;4;;CASADO;50824.3786;70102.59117;0
12;1;839.0;Soltero;37260.36181;268274.605;0
6;1;899.0;Soltero;121991.8133;173491.3512;0
29;2;894.0;;143459.9455;158565.3848;0
36;3;750.0;CASADO;129439.4889;144894.9503;0
36;2;858.0;CASADO;59047.86042999999;42429.60031;0
48;2;822.0;CASADO;161311.3854;204019.4588;0
18;4;;CASADO;65200.0;101100.0;0
12;1;635.0;CASADO;156052.2172;175910.1112;0
18;2;;CASADO;71400.0;260400.0;0
36;1;621.0;CASADO;128509.3315;112499.7515;0
10;5;405.0;CASADO;39263.83211;118704.6087;0
24;7;909.0;CASADO;89424.86835;346521.3648;0
18;1;494.0;Soltero;103687.3358;78494.76057;0
24;1;856.0;Soltero;16500.0;120000.0;0
18;1;;Soltero;50234.12453;141453.4914;0
12;1;701.0;Soltero;9430.232763;114250.8969;0
48;1;;Soltero;59587.202489999996;54246.05269;0
48;3;647.0;Soltero;37730.68589;121153.5785;0
48;1;835.0;Soltero;36692.22665;54519.11035;0
36;1;583.0;Soltero;40259.839869999996;272025.9451;0
36;2;758.0;Soltero;110940.7514;128668.3972;0
28;2;745.0;Soltero;13706.08594;117480.7366;0
6;3;478.0;Soltero;24573.81018;88483.39564;0
18;1;799.0;CASADO;11433.3988;45900.50612;0
12;1;774.0;Soltero;8480.750498000001;90345.95429;0
36;1;643.0;Soltero;36223.22713;166431.0436;0
24;1;372.0;Soltero;139715.1041;245257.6432;0
6;3;597.0;Soltero;65692.8313;274715.4763;0
36;1;901.0;Soltero;86589.06585;217306.6265;0
34;1;686.0;Soltero;20438.13694;58453.071639999995;0
48;1;;Soltero;21746.1777;47416.47769;0
48;3;734.0;Soltero;112977.3084;352442.2099;0
12;1;637.0;CASADO;91312.03566000001;74251.80054;0
7;1;631.0;Soltero;4593.904286999999;88202.9623;0
24;6;601.0;Soltero;23558.29927;53417.073919999995;0
12;1;804.0;Soltero;20065.66515;184745.5513;0
6;3;743.0;Soltero;34184.59377;136012.9725;0
24;1;417.0;CASADO;72957.67874;201797.8348;0
12;2;374.0;;58075.51542;195352.9514;0
24;2;421.0;Soltero;23279.78868;77856.88661;0
48;1;697.0;Soltero;29500.0;85000.0;0
34;3;;Soltero;111356.2399;358324.5344;0
26;1;375.0;Soltero;32324.178060000002;127835.7325;0
22;2;353.0;Soltero;35092.81526;123753.0009;0
48;1;;CASADO;39648.92834;100075.4201;0
24;1;;Soltero;16049.53076;38083.63231;0
48;1;;Soltero;72378.25282000001;232877.2613;0
48;2;;Soltero;81605.58898;216345.676;0
24;1;914.0;DIVORCIADO;15630.827519999999;68146.59558;0
24;3;731.0;Soltero;32461.76278;152334.5292;0
20;1;566.0;Soltero;108367.3835;56042.235239999995;0
44;1;826.0;Soltero;125494.636;126945.44099999999;0
48;1;637.0;Soltero;13259.2501;66296.25048;0
12;1;;Soltero;9635.05507;95466.60068999999;0
21;1;781.0;Soltero;22169.91528;72657.70552999999;0
21;1;;Soltero;29128.28475;105007.9231;0
12;1;829.0;Soltero;33900.0;68000.0;0
14;2;748.0;Soltero;78796.84876000001;128758.9473;0
12;1;738.0;CASADO;40893.17818;186940.2431;0
41;1;810.0;Soltero;83275.84857;169838.9017;0
12;1;727.0;Soltero;55817.1844;216345.676;0
48;1;;Soltero;58340.70042000001;90520.01646;0
24;1;;Soltero;20682.64662;73124.83847999999;0
12;1;639.0;Soltero;8653.827039;89567.10985;0
24;1;657.0;Soltero;7258.368773;91878.08572999999;0
48;1;746.0;Soltero;72940.077;191947.5711;0
30;1;450.0;Soltero;23827.48097;57185.95432999999;0
20;1;869.0;Soltero;17679.00013;160878.9012;0
44;1;724.0;Soltero;46076.594189999996;69066.59296000001;0
36;1;689.0;Soltero;38537.00889;195677.3298;0
24;1;;Soltero;25997.31018;85022.64965;0
47;2;843.0;Soltero;18865.34295;47596.04871;0
36;1;733.0;Soltero;106360.0646;180673.1305;0
6;1;665.0;Soltero;26662.88134;173491.3512;0
36;1;513.0;Soltero;74520.72362;260822.5327;0
13;1;434.0;Soltero;16350.50955;130804.0764;0
14;1;;Soltero;68859.7055;0.0;0
18;1;;Soltero;9187.808573;121279.0732;0
12;2;;CASADO;113100.0;370000.0;0
10;2;;CASADO;119257.7553;274715.4763;0
24;1;;Soltero;35740.57535;121279.0732;0
24;1;;Soltero;28482.206580000002;310547.9298;0
6;1;657.0;Soltero;22915.12251;84767.32312;0
48;1;841.0;Soltero;58000.0;71500.0;0
48;2;711.0;Soltero;31297.30926;154554.6136;0
48;4;630.0;Soltero;9827.756170999999;141432.001;0
30;1;657.0;Soltero;33900.0;58500.0;0
12;1;607.0;Soltero;7342.546039;92026.57702000001;0
47;1;;Soltero;25036.6397;77196.30575;0
12;2;479.0;Soltero;23117.16399;157313.5528;0
24;1;933.0;Soltero;77256.15762;147154.5859;0
24;1;554.0;CASADO;12364.36909;67617.64346;0
12;1;823.0;Soltero;21958.86249;82690.27716;0
6;1;700.0;CASADO;41347.94365;188604.6553;0
24;1;652.0;Soltero;26295.84136;81607.78352000001;0
14;1;352.0;Soltero;7434.1740629999995;40030.16803;0
18;1;;Soltero;28018.672339999997;126945.44099999999;0
8;2;758.0;Soltero;10000.0;80000.0;0
24;1;848.0;Soltero;46020.86369;306805.7579;0
48;1;736.0;;25900.0;89100.0;0
34;1;804.0;CASADO;39934.85811;76247.93911;0
5;1;657.0;Soltero;23472.98194;48684.70329;0
15;1;775.0;Soltero;59597.60731;107913.36300000001;0
48;1;691.0;Soltero;87628.23896;292094.1299;0
24;1;852.0;Soltero;21145.25533;130411.2663;0
12;1;;CASADO;60571.11044;174096.6049;0
12;1;;Soltero;8653.827039;120288.1958;0
7;1;;Soltero;18585.43516;245327.7441;0
12;1;839.0;Soltero;43555.460269999996;53417.073919999995;0
48;1;;Soltero;462794.4712;129736.0406;0
24;1;551.0;Soltero;58326.794239999996;199038.0219;0
6;2;640.0;Soltero;23394.23128;163215.5671;0
12;1;368.0;Soltero;18836.34354;150690.7483;0
48;1;843.0;Soltero;91235.84328;196206.1146;0
24;1;781.0;CASADO;29249.384019999998;201205.9538;0
36;2;714.0;CASADO;58698.32928;176585.5031;0
36;1;813.0;Soltero;24312.38608;145315.4111;0
24;1;660.0;Soltero;28993.560210000003;254577.6019;0
36;1;948.0;Soltero;50277.81686;245257.6432;0
48;1;745.0;Soltero;46726.00498;86935.7451;0
19;1;719.0;Soltero;13932.661530000001;46367.20527;0
30;1;889.0;CASADO;26782.08861;55756.30547000001;0
48;2;652.0;CASADO;93576.92511;200392.4462;0
24;2;255.0;Soltero;45462.83369;74341.74063;0
16;3;705.0;CASADO;110942.0626;169874.6248;0
18;1;906.0;Soltero;45609.68346;54405.189020000005;0
17;1;852.0;Soltero;20112.76723;95139.23087;0
24;1;843.0;Soltero;99500.0;240000.0;0
24;1;904.0;Soltero;34581.3277;85022.64965;0
8;1;793.0;Soltero;26872.0802;141432.001;0
30;2;787.0;CASADO;170318.83399999997;362177.7108;0
30;5;;Soltero;18490.12523;123902.9011;0
12;1;696.0;Soltero;10388.7817;47654.96194;0
48;2;884.0;Soltero;122996.2369;115052.1592;0
30;2;703.0;Soltero;128018.3549;219146.9699;0
10;1;818.0;Soltero;15066.354180000002;91311.23747000001;0
36;1;664.0;Soltero;43408.32151;139726.3568;0
18;1;816.0;Soltero;30880.415339999996;123902.9011;0
17;1;289.0;Soltero;30043.96764;70102.59117;0
13;2;610.0;Soltero;24052.56174;150690.7483;0
36;1;378.0;Soltero;40894.56708;145080.50400000002;0
48;1;786.0;Soltero;27951.201869999997;110305.6277;0
14;1;599.0;Soltero;39568.23311;100964.3965;0
36;1;401.0;Soltero;33413.31024;61522.92045;0
24;2;;Soltero;29957.587839999997;152724.9576;0
24;1;762.0;Soltero;26460.88869;114066.6434;0
48;1;587.0;Soltero;39839.54818;68623.1452;0
4;1;639.0;Soltero;18810.11492;92589.59479;0
48;1;899.0;CASADO;86248.93787000001;95977.49105;0
13;2;554.0;SOLTERO;34874.92297;87749.80617000001;0
15;3;687.0;SOLTERO;78494.76057;190933.2014;0
34;1;;SOLTERO;29901.44035;75685.10992999999;0
12;4;;SOLTERO;79982.01255;386386.5341;0
20;1;962.0;SOLTERO;26877.39854;57676.80044;0
24;1;904.0;SOLTERO;21424.70804;102465.995;0
47;2;884.0;DIVORCIADO;59500.0;81600.0;0
7;2;;SOLTERO;8839.500064;90162.90065;0
18;1;647.0;SOLTERO;19293.60127;134229.5081;0
18;1;624.0;SOLTERO;11356.47121;53845.337620000006;0
36;1;;CASADO;59811.71502999999;66152.22172999999;0
48;1;;SOLTERO;69734.92323;96729.61448999999;0
48;1;531.0;SOLTERO;9149.752693;47654.96194;0
17;2;486.0;SOLTERO;48100.0;62000.0;0
19;1;357.0;CASADO;55247.51828;103067.5001;0
36;1;873.0;SOLTERO;13800.0;53600.0;0
32;2;;SOLTERO;22493.14204;51086.1192;0
12;3;585.0;SOLTERO;45939.383310000005;210634.9318;0
12;1;;CASADO;34365.9444;81607.78352000001;0
24;1;652.0;DIVORCIADO;59229.87138;198738.2461;0
48;2;489.0;DIVORCIADO;69480.93451;193479.1455;0
48;5;731.0;DIVORCIADO;78406.36557000001;179441.8513;0
48;2;673.0;CASADO;53096.01558;134137.3025;0
48;1;;SOLTERO;21448.05468;75109.91911;0
46;7;682.0;DIVORCIADO;149800.0;130000.0;0
30;8;551.0;DIVORCIADO;179222.3403;121096.1759;0
40;4;440.0;CASADO;67747.22479;244751.5346;0
23;1;854.0;SOLTERO;48329.942910000005;87048.30243;0
36;5;;CASADO;50133.65279;241491.5838;0
12;6;337.0;CASADO;5440.518902000001;226688.2876;0
25;7;329.0;CASADO;69326.16049;204381.3694;0
12;2;757.0;SOLTERO;9131.123747;197232.2729;0
25;4;679.0;CASADO;401670.3218;133528.7451;0
24;3;714.0;CASADO;92509.41105;181557.2913;0
36;1;897.0;SOLTERO;84618.65096;140745.1589;0
42;2;614.0;CASADO;111375.9184;115915.9602;0
12;1;245.0;CASADO;23466.98803;332372.9044;0
8;3;610.0;CASADO;16618.64522;105007.9231;0
24;1;798.0;SOLTERO;34558.98558;98479.13627;0
36;1;540.0;SOLTERO;13082.4601;50915.52037;0
12;1;775.0;SOLTERO;11552.27244;41118.25782;0
24;1;700.0;SOLTERO;6054.808794;60548.08794;0
36;1;673.0;SOLTERO;15522.91037;70766.20904;0
46;1;554.0;SOLTERO;12518.31985;154811.5579;0
24;1;739.0;SOLTERO;15614.221609999999;44742.50636;0
48;1;736.0;SOLTERO;28472.048919999997;83385.92645;0
12;1;701.0;SOLTERO;7513.575054999999;94405.86069;0
48;2;;SOLTERO;119421.6459;241318.3518;0
34;1;757.0;SOLTERO;38163.377239999994;145384.2943;0
28;1;520.0;SOLTERO;12575.37211;50301.48845;0
37;4;829.0;CASADO;56798.820510000005;62088.45216;0
30;1;664.0;CASADO;61615.24852000001;164422.7137;0
18;1;670.0;DIVORCIADO;30680.57579;94963.68697000001;0
36;1;553.0;SOLTERO;228592.6773;585263.4061;0
45;1;869.0;;55704.24091;145315.4111;0
48;5;787.0;CASADO;91243.37211;246220.0438;0
30;7;719.0;CASADO;110828.8584;209890.4962;0
18;1;906.0;DIVORCIADO;15076.69453;99858.62612999999;0
48;1;710.0;SOLTERO;14761.96511;45611.82033;0
36;1;777.0;CASADO;69998.9389;129228.8103;0
6;1;911.0;SOLTERO;4419.750032;68948.1005;0
36;5;;CASADO;27293.269819999998;66775.11549;0
34;1;;SOLTERO;33519.03183;82107.13849;0
36;1;671.0;SOLTERO;14587.19146;107690.6752;0
9;2;;SOLTERO;19175.35987;100442.3612;0
48;1;457.0;CASADO;26400.84892;71482.44291;0
48;2;459.0;CASADO;29308.167889999997;68483.4281;0
13;2;;CASADO;70515.23473;186301.8091;0
15;1;693.0;SOLTERO;14972.47819;150690.7483;0
36;1;662.0;SOLTERO;13523.528690000001;76504.53374;0
47;3;;SOLTERO;175942.1195;234462.4128;0
24;1;515.0;SOLTERO;74231.31335;261608.1528;0
24;1;649.0;SOLTERO;19678.023380000002;76362.47881;0
48;1;926.0;SOLTERO;32119.44435;118946.785;0
24;1;718.0;SOLTERO;33000.0;44000.0;0
12;1;894.0;CASADO;22894.30517;88395.00064;0
18;2;889.0;;51276.73905;266867.7869;0
48;1;762.0;CASADO;34100.0;105000.0;0
14;6;884.0;CASADO;158449.6886;195616.8995;0
22;7;892.0;CASADO;206467.6923;190418.1616;0
48;2;;SOLTERO;39120.47347;197232.2729;0
42;1;841.0;VIUDO;25280.97018;66296.25048;0
12;7;;;71956.95117999999;70488.44197;0
7;8;820.0;CASADO;70338.72382999999;68623.1452;0
30;3;584.0;CASADO;44531.04805;120745.7919;0
18;6;687.0;CASADO;79982.01255;289789.9005;0
36;1;831.0;SOLTERO;97559.43938;83455.46568;0
15;3;691.0;SOLTERO;10841.61412;40426.35772;0
12;1;;SOLTERO;64648.35612999999;273933.7124;0
48;9;693.0;CASADO;150206.9856;178056.9131;0
24;2;428.0;CASADO;24953.184240000002;90131.90293;0
12;1;879.0;CASADO;52376.82841;274121.7188;0
21;1;617.0;SOLTERO;13972.635680000001;55890.542720000005;0
48;1;852.0;CASADO;26936.81505;43829.39399;0
28;1;652.0;SOLTERO;18262.24749;59352.30436;0
10;2;638.0;SOLTERO;4533.765751;182257.3832;0
13;1;;SOLTERO;9202.657702;46992.29465;0
18;1;;SOLTERO;8400.0;49200.0;0
18;1;607.0;SOLTERO;46209.089739999996;93984.5893;0
29;2;476.0;SOLTERO;9281.475067;84859.20062;0
12;1;540.0;SOLTERO;6986.317840000001;55890.542720000005;0
18;1;794.0;CASADO;14538.429430000002;109903.6034;0
18;1;;;47942.2018;74769.06562000001;0
36;1;522.0;CASADO;100400.0;228000.0;0
12;1;779.0;SOLTERO;11271.25945;51232.997489999994;0
12;1;;SOLTERO;32701.0191;192936.0127;0
13;1;826.0;SOLTERO;70390.54136;195801.2277;0
17;1;408.0;SOLTERO;10000.0;130000.0;0
12;1;;SOLTERO;39641.3462;38389.51421;0
48;1;864.0;SOLTERO;21664.42515;43165.34521;0
45;1;529.0;SOLTERO;10881.0378;50778.176419999996;0
36;3;642.0;SOLTERO;21634.5676;173941.9235;0
18;1;;SOLTERO;9687.694071;72657.70552999999;0
24;2;633.0;;90580.74757;379854.7479;0
7;1;;SOLTERO;4172.773284000001;37554.95956;0
48;1;803.0;CASADO;72124.2973;82690.27716;0
5;1;469.0;CASADO;53307.57456;110076.6799;0
9;1;;SOLTERO;8000.0;48000.0;0
12;1;875.0;SOLTERO;9430.232763;81607.78352000001;0
30;2;643.0;CASADO;10382.22369;108783.6535;0
35;3;499.0;CASADO;9347.012156;98811.27136;0
48;2;850.0;DIVORCIADO;35024.7401;117929.0451;0
48;1;;SOLTERO;53951.812439999994;167477.3069;0
24;1;482.0;SOLTERO;32451.8514;56249.87575;0
36;1;794.0;CASADO;40184.199539999994;86936.97016;0
48;1;507.0;SOLTERO;24317.25398;47596.04871;0
24;1;;SOLTERO;23287.726130000003;121096.1759;0
12;1;554.0;SOLTERO;40759.52535;78749.82605;0
36;1;136.0;SOLTERO;52860.210380000004;106074.0008;0
12;1;;SOLTERO;13000.0;150000.0;0
12;1;607.0;SOLTERO;31474.730880000003;107913.36300000001;0
30;1;626.0;SOLTERO;44480.67098;99519.01095;0
12;1;302.0;SOLTERO;22306.1275;82514.53667;0
24;5;806.0;SOLTERO;21894.182409999998;138461.2326;0
33;1;669.0;SOLTERO;22481.950630000003;65402.0382;0
48;1;;SOLTERO;15414.80356;95209.08077999999;0
30;2;355.0;SOLTERO;48234.003169999996;196206.1146;0
42;1;460.0;SOLTERO;19747.99176;156783.2189;0
27;1;598.0;SOLTERO;18605.72813;123576.6501;0
10;1;789.0;SOLTERO;10382.22369;88202.9623;0
24;1;588.0;SOLTERO;26950.46075;67617.64346;0
24;1;;SOLTERO;40956.972610000004;95630.66717999999;0
48;1;781.0;SOLTERO;72420.42808;92732.76817000001;0
19;1;620.0;SOLTERO;36788.64649;127533.9745;0
