PLAZO;PRESTAMOS_ANTERIORES;SCORE_VERAZ;ESTADO_CIVIL;DEUDA_SIST_FIN;INGRESOS_PERSONALES;dias_mora
36;1;692.0;CASADO;46752.770619999996;119779.8256;0
48;2;653.0;CASADO;48115.27834;107307.4553;0
24;1;751.0;SOLTERO;10475.365679999999;68530.4297;0
14;1;703.0;SOLTERO;6709.973312;82514.53667;24
14;1;648.0;SOLTERO;9967.146784999999;111781.0854;26
36;1;268.0;;107681.1165;151690.7195;8
36;2;431.0;SOLTERO;57567.19403;95309.92388;22
24;1;674.0;SOLTERO;17822.95577;57185.95432999999;3
42;1;398.0;CASADO;14780.07635;115520.3513;7
36;1;656.0;SOLTERO;11084.95764;46575.452260000005;0
48;1;359.0;SOLTERO;9692.286284;138461.2326;7
12;1;;SOLTERO;17257.82388;45655.61874;0
24;1;689.0;SOLTERO;12518.31985;83455.46568;3
14;1;;SOLTERO;13080.407640000001;68672.14011000001;2
21;1;620.0;SOLTERO;10609.011859999999;41347.94365;9
13;1;815.0;SOLTERO;11878.46627;56218.695320000006;0
28;1;612.0;SOLTERO;10609.011859999999;36270.12601;21
16;1;;SOLTERO;39121.63657;144894.9503;16
18;1;618.0;SOLTERO;10529.03305;62787.811779999996;27
12;1;697.0;SOLTERO;4533.765751;44430.90436;18
38;1;;SOLTERO;53466.16623;73577.29297000001;19
23;1;377.0;SOLTERO;13770.15184;48300.68532;10
13;1;530.0;SOLTERO;16618.64522;92589.59479;3
18;2;468.0;SOLTERO;24308.625180000003;89632.53065;7
24;1;;SOLTERO;29249.384019999998;174192.1915;22
18;1;446.0;SOLTERO;19041.81616;170922.9688;5
10;1;839.0;SOLTERO;38956.30835;260933.7635;1
42;1;775.0;CASADO;32529.360239999998;102538.2007;16
12;1;719.0;SOLTERO;32050.24435;100442.3612;8
14;4;680.0;SOLTERO;20947.32189;108492.1054;1
20;1;630.0;SOLTERO;26548.00779;172142.8716;24
12;7;649.0;CASADO;88771.13341000001;76620.6412;17
24;1;;SOLTERO;34049.83;83455.46568;8
9;1;873.0;SOLTERO;39241.22292;117723.6688;19
11;3;818.0;SOLTERO;27795.86623;57226.78342000001;20
12;1;;SOLTERO;34400.0;130000.0;29
30;1;815.0;SOLTERO;54922.24437000001;132165.8287;13
15;2;;SOLTERO;43705.50184;117877.9095;2
15;3;877.0;SOLTERO;40932.60189;112499.7515;23
12;5;371.0;SOLTERO;75523.78647;86365.40059;14
24;1;;CASADO;58520.293260000006;47654.96194;3
15;1;848.0;SOLTERO;24471.411640000002;88389.27787;3
10;1;;SOLTERO;137541.4943;226938.8718;11
32;2;688.0;CASADO;154700.0;160000.0;7
18;3;;CASADO;78615.49812999999;373582.2979;16
45;5;904.0;SOLTERO;203711.0885;157499.6521;14
12;3;;SOLTERO;64832.85024;86141.54927999999;3
48;1;720.0;CASADO;66265.29059;154554.6136;7
30;2;576.0;SOLTERO;203300.0;240000.0;5
36;7;724.0;CASADO;112585.7059;107690.6752;20
24;1;911.0;SOLTERO;133946.0224;383895.1421;28
12;1;540.0;SOLTERO;12241.167529999999;54405.189020000005;15
48;1;738.0;SOLTERO;27123.02635;75488.80692999999;22
24;1;784.0;SOLTERO;37632.965430000004;70794.68744;11
48;2;767.0;SOLTERO;44999.9006;65769.0855;2
10;3;538.0;SOLTERO;3812.3969549999997;74341.74063;17
24;1;420.0;SOLTERO;193495.2486;275634.2572;28
48;4;;SOLTERO;146396.0431;419363.6651;4
48;5;652.0;SOLTERO;180679.3813;388938.0028;11
24;1;;SOLTERO;36027.4259;119438.7489;4
24;2;;SOLTERO;45877.00533;107841.9008;3
48;1;;CASADO;30584.67022;97234.50071000001;26
18;2;680.0;SOLTERO;28013.023719999997;100460.4989;28
12;1;;SOLTERO;10573.2663;133634.3379;19
12;2;860.0;SOLTERO;45558.143619999995;124665.3804;7
12;1;644.0;SOLTERO;20306.89719;46575.452260000005;11
12;1;700.0;SOLTERO;47481.79772;68530.4297;10
16;3;;SOLTERO;118643.9687;259614.8112;4
12;1;;SOLTERO;59261.3653;133223.2243;16
36;3;793.0;SOLTERO;39123.3799;111781.0854;7
24;3;478.0;SOLTERO;121095.317;238883.0229;22
12;3;510.0;SOLTERO;160200.0;300000.0;0
36;4;;SOLTERO;275174.8668;275634.2572;9
18;2;389.0;SOLTERO;25567.14649;189927.3739;20
24;1;;SOLTERO;44020.71032;141432.001;3
12;1;480.0;SOLTERO;24118.62958;125183.1985;2
48;1;796.0;SOLTERO;95759.12986;186301.8091;15
46;2;775.0;SOLTERO;81202.16811;166910.9314;0
24;1;897.0;SOLTERO;18044.38769;165029.0734;1
18;1;684.0;SOLTERO;84711.59504;110253.7029;9
28;2;658.0;SOLTERO;92134.30378;98103.05729;7
6;5;804.0;SOLTERO;23400.0;91000.0;29
48;4;847.0;SOLTERO;123484.1472;262771.3252;28
24;1;340.0;DIVORCIADO;153353.6675;381239.6955;12
18;1;884.0;SOLTERO;100384.3937;106874.7639;15
24;1;850.0;SOLTERO;49780.74795;70726.74572;13
24;1;348.0;SOLTERO;25201.90154;87658.78797;1
15;1;868.0;SOLTERO;16078.665;90040.52402000001;0
18;1;774.0;SOLTERO;25552.06022;104459.955;7
24;2;762.0;CASADO;107509.5941;303562.1076;21
18;1;697.0;SOLTERO;69257.69752;100602.9769;8
12;4;936.0;CASADO;29612.32522;132592.501;17
46;2;;SOLTERO;19857.89399;41710.64491;0
37;1;739.0;CASADO;51622.68037;105543.6308;14
24;2;462.0;SOLTERO;166182.6012;167950.5012;24
18;5;725.0;SOLTERO;79961.36184;215999.5229;21
48;2;530.0;SOLTERO;196243.1333;320241.3443;12
24;3;709.0;SOLTERO;196867.02800000002;306805.7579;27
48;2;781.0;CASADO;135015.5441;99742.84653;10
24;1;673.0;SOLTERO;56122.64407;100460.4989;22
12;1;828.0;SOLTERO;24106.166690000002;94963.68697000001;6
35;1;714.0;SOLTERO;17307.65408;60576.78927000001;6
24;2;847.0;SOLTERO;39961.73804;149041.4472;16
48;1;706.0;SOLTERO;64590.294270000006;71664.90687;9
24;2;786.0;SOLTERO;105720.4208;88395.00064;2
36;1;696.0;SOLTERO;107690.6752;176221.1049;18
18;2;;CASADO;37985.47479;54786.74247999999;28
23;2;894.0;SOLTERO;83500.0;182000.0;13
15;1;926.0;CASADO;54695.43124;262976.3639;11
9;1;;SOLTERO;11772.36688;122628.8216;2
16;1;421.0;SOLTERO;65854.27548;79555.50057999999;1
20;1;921.0;SOLTERO;9659.663351000001;42502.51875;18
28;2;;SOLTERO;38866.5437;127270.79800000001;2
48;2;590.0;CASADO;243439.8318;265185.0019;22
24;5;748.0;SOLTERO;22024.03244;289789.9005;18
24;4;;CASADO;64143.57877000001;101981.6186;14
36;1;775.0;SOLTERO;27111.919189999997;147800.7635;26
13;1;729.0;SOLTERO;35645.91153;99877.17543999999;27
12;1;835.0;CASADO;16883.44512;74251.80054;15
48;3;727.0;CASADO;72935.95732;178179.1172;1
36;4;;CASADO;59169.48721;167218.116;20
18;1;889.0;SOLTERO;24654.03412;59352.30436;4
10;2;540.0;CASADO;79679.09637;190619.8478;24
24;1;928.0;SOLTERO;38600.51917;123902.9011;1
24;3;;SOLTERO;84344.0827;358324.5344;22
26;6;701.0;SOLTERO;53161.13164;292094.1299;3
24;1;;SOLTERO;35063.51519;89485.01272;17
10;7;462.0;CASADO;82910.60362000001;123270.1706;27
12;1;841.0;CASADO;20381.88967;125575.6236;11
24;2;770.0;;73483.95131;148620.5767;21
12;1;;SOLTERO;35400.0;67400.0;24
12;1;828.0;SOLTERO;21342.33382;88110.55247000001;7
34;2;620.0;SOLTERO;82919.63377999999;129621.4965;19
15;3;583.0;SOLTERO;27667.30495;77157.99566;6
48;2;419.0;SOLTERO;46502.791580000005;76362.47881;2
36;1;921.0;SOLTERO;31137.131980000002;142445.5305;6
24;1;731.0;CASADO;82811.15413;242192.3518;23
12;5;758.0;SOLTERO;44890.97415;205869.4356;21
48;1;;SOLTERO;45655.61874;142445.5305;25
48;3;;SOLTERO;54000.0;150000.0;6
48;1;700.0;CASADO;42959.970310000004;66296.25048;15
48;1;811.0;SOLTERO;160348.5312;265185.0019;26
14;3;612.0;SOLTERO;80368.39907999999;106256.2969;21
36;2;;CASADO;23466.98803;82180.11372000001;22
48;2;;SOLTERO;71601.76251;131479.2068;10
36;1;703.0;SOLTERO;17600.0;72000.0;24
33;1;605.0;SOLTERO;73300.0;160000.0;0
12;1;818.0;SOLTERO;23183.19204;78283.84373;17
48;2;;SOLTERO;39216.530810000004;75491.35605;5
48;3;731.0;SOLTERO;49055.34543;73485.0888;2
18;1;700.0;SOLTERO;27747.181889999996;43182.70029;4
30;1;;SOLTERO;15276.74834;121096.1759;4
12;1;;SOLTERO;29768.499780000002;145167.3755;11
40;1;530.0;CASADO;107801.84300000001;79982.01255;24
12;1;839.0;SOLTERO;9067.531503;64832.85024;6
14;1;;SOLTERO;31010.957739999998;165029.0734;5
10;1;892.0;SOLTERO;4419.750032;78317.97057;10
6;1;;SOLTERO;88100.0;390000.0;4
36;3;858.0;SOLTERO;18605.72813;66461.39166000001;12
48;3;;SOLTERO;71771.2987;106256.2969;28
24;1;871.0;CASADO;14097.6884;88110.55247000001;2
24;4;547.0;SOLTERO;56978.212179999995;100442.3612;13
24;2;701.0;SOLTERO;9313.746222;67935.56068;20
48;1;;CASADO;46600.0;140000.0;1
12;2;676.0;SOLTERO;221012.1315;270470.5738;4
24;6;667.0;SOLTERO;101627.6368;445291.1319;3
24;2;572.0;CASADO;105999.4433;293788.0207;6
30;3;491.0;SOLTERO;93386.66609;106322.2633;4
18;1;781.0;SOLTERO;28700.0;117000.0;2
13;1;710.0;SOLTERO;17181.20203;173649.582;1
24;3;936.0;CASADO;9756.259984999999;81624.15532;2
16;1;;SOLTERO;20154.06015;60992.55044;26
6;1;501.0;SOLTERO;57240.04741;82690.27716;16
12;3;;SOLTERO;65395.92089;376726.8707;25
48;1;755.0;SOLTERO;42663.3673;89972.10896;22
12;3;774.0;SOLTERO;37985.438180000005;85760.93772999999;20
24;2;866.0;CASADO;35161.1746;57957.980110000004;19
24;6;816.0;CASADO;135983.9526;165452.0374;10
24;1;656.0;SOLTERO;9067.531503;145080.50400000002;8
35;2;755.0;CASADO;48851.51205;86654.36436;18
18;1;923.0;SOLTERO;15251.762230000002;84277.93048;29
18;1;;SOLTERO;26164.92019;170071.9812;1
30;1;798.0;SOLTERO;83396.1834;93403.72541;17
36;4;862.0;SOLTERO;51134.29298;74783.90349;16
48;2;647.0;CASADO;152429.4877;340503.1331;27
18;4;864.0;CASADO;91491.39286;163215.5671;8
48;8;881.0;DIVORCIADO;145400.0;169000.0;26
48;9;848.0;DIVORCIADO;131342.7754;157425.0287;27
46;1;491.0;SOLTERO;22969.52143;91878.08572999999;17
36;1;728.0;CASADO;53390.580389999996;243970.2018;17
36;1;691.0;SOLTERO;57667.72678;120342.7815;1
18;1;;SOLTERO;43977.52779;99742.84653;6
36;1;721.0;SOLTERO;41365.29325;72692.14713;27
10;3;504.0;SOLTERO;13600.03206;117370.1397;29
14;1;875.0;CASADO;35653.7674;146249.677;27
6;4;;CASADO;45600.0;290000.0;29
12;5;533.0;CASADO;24498.68789;270137.6231;13
45;1;794.0;SOLTERO;37124.918;62307.554679999994;29
13;2;711.0;SOLTERO;21929.7375;95942.60158;22
48;5;720.0;SOLTERO;22532.975730000002;175256.4779;13
48;4;;SOLTERO;58959.46543;185629.5014;2
24;2;512.0;SOLTERO;17502.21013;137896.201;23
48;1;642.0;SOLTERO;70627.60551000001;127288.8009;15
48;4;;SOLTERO;67900.0;403000.0;19
31;5;469.0;SOLTERO;42254.6968;136012.9725;16
26;6;;SOLTERO;47249.89563;129807.4056;18
48;1;;CASADO;40436.65674;45156.306880000004;18
20;4;;SOLTERO;45690.20765;156486.5463;25
46;5;430.0;SOLTERO;40701.99198;148842.4989;0
24;1;465.0;SOLTERO;34819.32097;95209.08077999999;16
36;1;822.0;SOLTERO;39453.94738;83215.52177;12
10;1;412.0;CASADO;14682.68829;150690.7483;24
24;1;753.0;;47559.65202;136293.1912;18
24;1;839.0;CASADO;160260.1362;95466.60068999999;8
12;1;620.0;SOLTERO;27240.25065;77277.30681000001;8
12;1;938.0;SOLTERO;36980.25047;114371.9087;8
24;1;511.0;SOLTERO;17953.71238;141453.4914;21
9;4;;SOLTERO;40200.0;75400.0;24
10;5;815.0;SOLTERO;33811.13555;69276.07664;6
24;2;660.0;CASADO;61886.67864;138979.3312;10
18;3;816.0;SOLTERO;99884.80023;266867.7869;6
20;1;482.0;SOLTERO;17915.81234;78320.49107999999;25
20;2;644.0;SOLTERO;6057.678927;1012497.7640000001;6
28;2;767.0;;16446.17735;229695.2143;22
35;5;873.0;SOLTERO;219117.515;324053.7412;21
28;6;869.0;SOLTERO;192347.5214;300543.0022;24
36;4;798.0;SOLTERO;149338.3954;439514.6825;22
10;1;801.0;SOLTERO;25943.662669999998;48950.30693;21
12;1;852.0;SOLTERO;20764.64714;119691.4158;12
22;1;;CASADO;25400.0;120000.0;22
48;3;607.0;CASADO;56156.41104;109573.485;29
24;1;753.0;SOLTERO;37260.36181;108986.5583;6
36;5;706.0;SOLTERO;72935.95732;129228.8103;2
24;1;;SOLTERO;20765.14713;88292.75156;21
26;1;728.0;SOLTERO;39070.590280000004;57456.750420000004;13
12;2;357.0;SOLTERO;59896.031610000005;93150.90453;19
12;4;647.0;SOLTERO;101102.9763;253890.8821;19
48;1;;SOLTERO;18283.73906;107377.9188;26
12;1;670.0;SOLTERO;57880.8038;137344.2802;8
12;2;490.0;SOLTERO;12785.21942;76167.26462;24
6;1;457.0;SOLTERO;4419.750032;68948.1005;14
48;2;728.0;SOLTERO;54673.69457000001;115529.5737;3
48;3;882.0;SOLTERO;74557.50602;97776.0471;3
20;1;;SOLTERO;48394.95586;122722.3032;7
18;1;828.0;SOLTERO;31200.71262;32649.66213;6
14;1;854.0;CASADO;106523.5697;138979.3312;4
18;1;881.0;SOLTERO;5478.674247999999;48668.88957;17
24;2;;SOLTERO;4419.750032;47114.535339999995;7
44;1;811.0;SOLTERO;44619.28327;130411.2663;27
48;1;658.0;SOLTERO;19126.13344;81141.17215;24
24;2;503.0;SOLTERO;39453.94738;122375.7673;25
13;1;615.0;SOLTERO;28399.41025;50230.24943;18
48;2;359.0;SOLTERO;56100.0;249600.0;8
9;1;;SOLTERO;34269.15507;91414.70193;3
12;1;;SOLTERO;7761.455185;38350.71974;9
5;1;410.0;SOLTERO;6800.0;73000.0;9
9;3;;SOLTERO;50614.617360000004;132165.8287;1
12;2;762.0;SOLTERO;124188.8308;324053.7412;27
48;1;560.0;SOLTERO;117183.8379;215551.1931;2
48;3;207.0;SOLTERO;12552.38407;77177.59201000001;14
48;2;635.0;SOLTERO;52474.72903;94963.59544;2
48;3;467.0;SOLTERO;57660.43283;87955.05558;1
24;3;649.0;SOLTERO;47525.54369;200920.9977;21
24;1;691.0;CASADO;32232.866830000003;354835.4688;12
18;1;757.0;SOLTERO;16023.49936;83056.50087999999;17
12;1;;SOLTERO;67955.97572999999;81013.4353;12
48;1;733.0;SOLTERO;20769.18489;72224.84047000001;26
33;1;841.0;SOLTERO;47682.58698;72692.14713;8
10;3;706.0;SOLTERO;23666.25722;108810.37800000001;14
24;9;421.0;SOLTERO;101033.4335;244751.5346;26
32;3;;SOLTERO;62109.58595;82690.27716;10
16;3;719.0;;13701.2251;108018.6908;2
14;2;488.0;SOLTERO;14006.511859999999;127507.5562;27
12;3;385.0;SOLTERO;18651.34514;116681.4009;15
48;2;748.0;SOLTERO;142208.1135;193115.9476;20
36;2;638.0;SOLTERO;59282.77266;123950.556;3
36;2;603.0;SOLTERO;47506.96131;111781.0854;12
18;2;614.0;SOLTERO;26960.4752;90781.66566;15
36;1;866.0;SOLTERO;272946.9114;146850.9208;17
15;1;635.0;SOLTERO;44651.19512;47481.84348;19
48;2;;CASADO;169400.0;275000.0;0
29;1;729.0;SOLTERO;206490.7215;176790.0013;3
24;1;;SOLTERO;17273.08012;156192.7457;20
48;1;882.0;CASADO;117086.2798;164976.5587;29
31;5;;CASADO;62428.00014;92927.17579;2
24;4;707.0;CASADO;112678.067;237409.2174;17
24;1;727.0;SOLTERO;15300.0;48000.0;6
16;1;689.0;CASADO;190840.4863;64648.35612999999;16
10;1;879.0;SOLTERO;16883.44512;88395.00064;23
42;1;571.0;CASADO;107223.6644;285929.7717;18
12;2;;CASADO;93720.94683;259614.8112;5
24;3;519.0;CASADO;95159.96557;245257.6432;1
48;3;831.0;SOLTERO;275064.4403;86732.03073;8
6;1;727.0;SOLTERO;10181.663840000001;117480.7366;20
14;1;823.0;SOLTERO;23428.91186;73869.98092999999;13
24;1;480.0;;142986.6385;193753.8814;15
12;1;864.0;SOLTERO;69476.67517999999;238682.6318;9
36;1;;SOLTERO;25616.49875;48438.47035;3
48;1;;SOLTERO;54024.31441;88202.9623;20
7;1;856.0;SOLTERO;32746.25876;173873.9403;11
30;1;889.0;SOLTERO;53747.43701;140976.884;25
48;9;730.0;SOLTERO;70470.49176;155273.9649;26
48;10;791.0;SOLTERO;82557.50995;146249.677;3
16;1;487.0;SOLTERO;55796.14745;125575.6236;1
36;1;481.0;SOLTERO;20671.67957;133303.3543;18
36;1;729.0;CASADO;55946.92532;238274.8097;19
36;3;;SOLTERO;124442.0328;562498.7575;4
12;1;734.0;SOLTERO;65299.32425;212512.5937;27
48;3;808.0;SOLTERO;112164.1459;150219.8382;15
6;2;601.0;SOLTERO;11668.51689;83609.05801000001;26
18;1;584.0;SOLTERO;49067.19931;47951.72101;14
48;1;667.0;SOLTERO;167647.3064;39054.67918;19
48;4;871.0;SOLTERO;66265.29059;252117.2135;25
12;1;;SOLTERO;20491.63364;80060.33606;6
48;1;;SOLTERO;29952.25595;91878.08572999999;8
12;5;705.0;SOLTERO;14236.024459999999;129665.7005;4
36;3;804.0;SOLTERO;69101.12557999999;75109.91911;13
12;1;762.0;SOLTERO;20852.83075;127270.79800000001;4
36;1;882.0;SOLTERO;48028.74007;124615.1094;18
12;2;894.0;SOLTERO;13137.14216;63753.77812;1
24;1;287.0;SOLTERO;53302.18539;132592.501;12
36;2;;SOLTERO;29877.51022;84859.20062;15
5;2;;SOLTERO;56037.34469;107903.6249;25
36;1;571.0;SOLTERO;12237.576729999999;73425.46039;15
42;2;;SOLTERO;24230.71571;64903.702789999996;18
18;1;738.0;SOLTERO;86278.65557999999;563107.9870000001;16
24;1;931.0;CASADO;13057.245359999999;58938.954770000004;27
48;1;715.0;SOLTERO;26185.25104;45965.400330000004;15
15;6;889.0;SOLTERO;183948.1531;247805.8021;28
24;2;;CASADO;15317.27386;35307.61432;26
24;3;775.0;CASADO;60179.702679999995;200920.9977;9
40;4;;SOLTERO;140797.7659;337499.2545;8
48;3;481.0;SOLTERO;28580.41733;110988.8091;5
24;1;684.0;DIVORCIADO;58250.86524;152724.9576;13
48;2;;CASADO;43480.29762;112664.8787;22
48;1;;CASADO;293460.5726;270470.5738;12
48;2;598.0;CASADO;261567.7399;260822.5327;22
10;3;852.0;CASADO;50808.863260000006;144894.9503;13
24;4;;SOLTERO;116503.8301;330483.6441;15
36;7;882.0;DIVORCIADO;75775.07512000001;190906.197;0
25;8;837.0;DIVORCIADO;73962.10235;178056.9131;7
12;2;633.0;DIVORCIADO;72660.69052999999;143846.0685;3
36;1;950.0;DIVORCIADO;105097.1373;139099.1523;12
48;1;736.0;CASADO;240833.6367;199485.6931;18
24;3;;CASADO;595538.2031;191947.5711;10
36;3;;DIVORCIADO;134462.5139;130405.4552;9
6;2;;DIVORCIADO;134877.0299;238883.0229;25
5;3;;DIVORCIADO;145443.2053;235755.8191;3
48;1;;CASADO;106000.0;170000.0;22
5;16;786.0;CASADO;88546.24909;168580.0407;13
36;1;892.0;CASADO;81692.12725;129807.4056;13
24;6;698.0;DIVORCIADO;514105.3237;1286951.654;27
48;1;;CASADO;183370.9646;286133.9171;22
36;7;476.0;SOLTERO;27373.39274;108492.1054;29
48;11;703.0;CASADO;115085.0872;158565.3848;16
24;3;;CASADO;189908.9815;144894.9503;6
18;6;549.0;CASADO;94175.03787;167218.116;17
36;1;675.0;CASADO;45172.977139999995;88179.90138;20
33;4;565.0;DIVORCIADO;33090.40748;91047.57088;4
36;2;;CASADO;102778.8181;231831.9204;6
48;9;670.0;CASADO;119804.5743;181088.8554;13
48;10;714.0;CASADO;99205.71332000001;176986.7186;19
15;1;;SOLTERO;75713.88805;148707.5166;20
24;1;794.0;SOLTERO;64314.66001;137817.1286;25
12;10;689.0;SOLTERO;109266.011;250110.1787;29
18;1;879.0;DIVORCIADO;98931.70099;173464.0615;9
24;8;;CASADO;109827.3928;208638.6642;2
14;2;728.0;SOLTERO;31593.68816;234304.6354;14
24;5;137.0;CASADO;99122.32084;99122.32084;18
45;1;931.0;CASADO;29676.15218;63917.86622999999;5
48;2;758.0;DIVORCIADO;163353.9612;371259.0027;27
18;1;736.0;;28300.0;216000.0;3
6;5;614.0;CASADO;27474.62045;108810.37800000001;21
24;2;454.0;CASADO;193138.421;99742.84653;15
48;2;894.0;SOLTERO;118300.0;132000.0;20
36;3;889.0;DIVORCIADO;89740.18639;112499.7515;18
24;9;;SOLTERO;146919.7811;133314.4067;15
36;2;818.0;CASADO;93802.96086;55890.542720000005;13
40;2;;DIVORCIADO;113717.7939;88292.75156;17
48;1;873.0;CASADO;147039.3149;201928.7929;19
18;1;837.0;DIVORCIADO;23541.5512;91497.52692999999;18
12;2;871.0;DIVORCIADO;41545.30342;127453.7251;17
18;2;116.0;CASADO;130391.103;348193.2097;27
24;1;;SOLTERO;49399.37947;94963.68697000001;16
36;2;211.0;CASADO;67113.75954;290369.7352;22
24;4;;DIVORCIADO;95222.68634;100146.5588;28
12;1;342.0;DIVORCIADO;13612.8301;88395.00064;0
24;3;804.0;SOLTERO;94800.0;195000.0;18
36;4;;CASADO;54778.72516;389422.2168;21
12;2;;CASADO;100063.1034;180263.8059;22
48;2;651.0;CASADO;74893.32724;107589.2947;6
12;2;;SOLTERO;24377.25285;186011.1663;25
48;3;918.0;;347657.5375;388938.0028;0
48;4;;SOLTERO;89856.76784;262771.3252;20
24;3;864.0;CASADO;20088.47224;109573.485;10
39;5;818.0;CASADO;39216.530810000004;104329.0131;9
24;2;820.0;CASADO;164921.1639;433388.9304;26
24;2;;DIVORCIADO;43614.82653;134199.4662;29
36;5;858.0;CASADO;327238.1961;230082.7342;21
35;5;826.0;SOLTERO;32882.2693;139726.3568;19
12;4;711.0;CASADO;156812.7311;679531.2637;6
36;1;909.0;;66509.74583;279452.7136;9
48;3;544.0;CASADO;34311.5726;68623.1452;17
48;2;940.0;;349596.8008;419363.6651;29
36;4;441.0;CASADO;83538.92113999999;249531.8424;7
24;3;619.0;CASADO;50022.03573;237534.8066;8
45;6;129.0;CASADO;69480.93451;171557.863;29
12;9;;CASADO;79897.33279;111678.209;12
48;9;;CASADO;50700.0;550000.0;26
12;2;894.0;CASADO;153984.0911;584234.3814;24
48;2;933.0;SOLTERO;145683.0401;130804.0764;7
48;2;741.0;VIUDO;146110.1133;223863.9492;21
12;2;684.0;SOLTERO;8665.770061;71942.24202;19
24;1;760.0;CASADO;53182.93753;87208.58035;4
48;1;856.0;DIVORCIADO;235500.0;625000.0;13
18;4;715.0;SOLTERO;12518.31985;312957.9963;4
24;1;757.0;CASADO;183435.2556;129212.3239;19
16;3;852.0;CASADO;32595.99397;51467.3589;4
10;7;828.0;CASADO;20679.500809999998;816001.9237;16
12;5;;CASADO;56964.41315;238883.0229;15
10;8;;CASADO;46300.0;380000.0;7
21;9;926.0;CASADO;86451.73212;328845.4275;8
24;2;;DIVORCIADO;163447.1151;570695.2342;1
46;1;;CASADO;23159.490169999997;190933.2014;21
48;1;728.0;CASADO;36720.4049;105988.4414;11
12;1;;CASADO;36595.530269999996;722187.1552;28
20;8;;CASADO;59896.031610000005;220395.0401;18
14;3;824.0;VIUDO;53945.41692;93403.72541;21
36;2;;DIVORCIADO;83367.15981;268455.0382;15
12;2;741.0;CASADO;8345.546568000002;106822.9961;1
18;1;873.0;SOLTERO;13789.6201;220987.5016;4
24;1;786.0;SOLTERO;22827.80937;83093.2261;28
19;1;831.0;SOLTERO;93164.37892999999;137817.1286;7
36;1;765.0;CASADO;43800.0;60000.0;25
11;2;835.0;CASADO;51576.80915;259614.8112;9
26;3;826.0;;17237.02513;47733.30035;17
32;8;460.0;SOLTERO;44231.396810000006;108492.1054;18
48;1;918.0;DIVORCIADO;70880.04443;82236.51564;22
48;2;667.0;CASADO;94726.30639;273796.6955;19
24;3;598.0;CASADO;138426.571;263417.1019;1
48;11;847.0;DIVORCIADO;112800.0919;213086.9903;23
12;1;877.0;CASADO;53861.137129999996;272025.9451;10
12;3;412.0;DIVORCIADO;39115.29822;155768.8867;20
28;5;762.0;CASADO;89278.95065;158534.6658;12
24;1;441.0;DIVORCIADO;27402.4502;127288.8009;18
24;1;831.0;CASADO;46404.89097;111606.6998;26
24;3;824.0;CASADO;83300.87347;184901.2523;4
24;5;852.0;CASADO;39200.0;150000.0;22
24;1;;SOLTERO;46584.16534;212148.0015;20
24;4;843.0;SOLTERO;66812.25663999999;428894.6575;12
24;1;909.0;CASADO;20179.783480000002;82180.11372000001;1
12;4;607.0;CASADO;77980.77092000001;145080.50400000002;15
21;3;858.0;SOLTERO;71996.20013;99742.84653;7
10;1;772.0;CASADO;23192.25646;57115.258460000005;1
48;4;839.0;CASADO;199031.948;225171.4119;11
48;1;719.0;CASADO;127500.0;175000.0;20
48;2;820.0;CASADO;143877.2228;146047.0649;15
21;2;478.0;CASADO;20586.94356;153448.9775;29
12;2;556.0;CASADO;44795.66423;123902.9011;22
15;1;711.0;CASADO;78629.65968;173873.9403;8
48;5;782.0;DIVORCIADO;73579.26123999999;209681.8325;23
48;6;813.0;DIVORCIADO;95200.22443;204931.99;28
48;3;786.0;SOLTERO;43369.971939999996;32204.40693;26
48;5;716.0;;264331.6574;725443.5486;9
46;6;816.0;CASADO;54677.214960000005;145080.50400000002;11
48;6;697.0;SOLTERO;365322.9382;391723.7872;2
48;5;864.0;CASADO;229989.5833;326959.6749;14
24;4;864.0;;72657.70552999999;139726.3568;1
36;1;762.0;SOLTERO;13605.374380000001;47061.81179;23
24;1;826.0;SOLTERO;45972.38472;404411.905;7
48;2;894.0;CASADO;87995.57486000001;137076.6203;24
34;1;689.0;DIVORCIADO;23193.05432;54786.74247999999;17
30;1;680.0;DIVORCIADO;115674.5099;165380.5543;12
36;2;;CASADO;119963.4418;184977.6427;11
48;1;565.0;CASADO;88662.35273;187431.2949;0
48;7;655.0;CASADO;275085.24199999997;655006.9548;11
48;8;;CASADO;194701.6014;618405.0007;0
48;4;474.0;CASADO;71771.70048;283748.5833;9
24;5;705.0;CASADO;157833.234;156117.6553;8
36;2;873.0;CASADO;116957.4812;181644.2638;15
48;1;791.0;CASADO;212278.3773;134999.7018;16
15;6;358.0;CASADO;26100.0;200000.0;27
12;8;;DIVORCIADO;83469.35125;240352.4904;28
48;2;725.0;DIVORCIADO;129228.8103;385728.4186;4
48;4;710.0;CASADO;150496.3044;100330.8696;1
18;1;;SOLTERO;306516.7152;200150.8402;11
48;5;837.0;DIVORCIADO;31973.57383;100892.2447;18
36;6;;CASADO;73523.36099999999;220276.3812;1
44;7;798.0;CASADO;74053.7371;206725.6929;29
18;1;;SOLTERO;98264.53152;495611.6042;24
48;2;884.0;SOLTERO;593768.7543;286133.9171;10
48;2;483.0;CASADO;151090.7671;130411.2663;4
48;4;916.0;SOLTERO;106854.2137;118206.67;24
14;7;835.0;SOLTERO;55901.250510000005;112585.7059;1
18;4;928.0;CASADO;19482.22216;165452.0374;19
